designation,source_id,bp_rp,bp_g,g_rp,l,b
Gaia DR2 6804714156765717248,6804714156765717248,1.8594646,0.9107189,0.9487457,24.306784911616592,-40.006728803792456
Gaia DR2 1211385771968545024,1211385771968545024,1.0248661,0.43790913,0.586957,33.20513033240381,52.62387183239134
Gaia DR2 594439627139102720,594439627139102720,1.2487726,0.5586395,0.6901331,216.7554989158938,39.486464393252625
Gaia DR2 2119903223451199232,2119903223451199232,2.6616096,1.403389,1.2582207,77.49755995885836,21.471222451870414
Gaia DR2 719894969021502336,719894969021502336,1.0441971,0.4488802,0.5953169,183.26768585763523,39.69033044254772
Gaia DR2 1238892563596462848,1238892563596462848,2.4275856,1.2957592,1.1318264,15.963780674152986,67.02264769154844
Gaia DR2 3065487144644755200,3065487144644755200,1.4158411,0.65449524,0.76134586,229.67799506337835,20.107075366317094
Gaia DR2 1614333723866658048,1614333723866658048,2.6671658,1.4183731,1.2487926,97.6081465613388,51.85068091801087
Gaia DR2 4561911951672250112,4561911951672250112,2.545061,1.3609238,1.1841373,41.23802514677788,32.62533068186652
Gaia DR2 1457654416420554880,1457654416420554880,2.4901028,1.3235035,1.1665993,56.6717031549788,73.68404940280625
Gaia DR2 6895808003637163392,6895808003637163392,2.523878,1.3616066,1.1622715,41.46566173766406,-36.693462869818724
Gaia DR2 764524627027710336,764524627027710336,2.2161493,1.1481991,1.0679502,179.94441834298098,66.3978012907209
Gaia DR2 2671766358748187776,2671766358748187776,1.9962921,1.000617,0.9956751,47.11626687907896,-37.128018135508476
Gaia DR2 5029376196464128640,5029376196464128640,2.1191416,1.0893993,1.0297422,228.51613965450204,-82.40284208292758
Gaia DR2 6178000843989902720,6178000843989902720,1.5595112,0.73924637,0.8202648,319.12788819116787,33.65509572625346
Gaia DR2 2379902680782278656,2379902680782278656,2.4450607,1.3011055,1.1439552,29.906780144250014,-67.79457176183489
Gaia DR2 5725372348250972288,5725372348250972288,2.2877865,1.2033443,1.0844421,234.0449618075439,8.233727198953083
Gaia DR2 1350930393286288512,1350930393286288512,2.8327312,1.5564728,1.2762585,73.83262473663883,29.233914960117353
Gaia DR2 847938252036375680,847938252036375680,2.6839046,1.4848938,1.1990108,162.9647991869798,52.19323656880102
Gaia DR2 1067068067592323328,1067068067592323328,2.500309,1.3343773,1.1659317,140.9116239902523,42.94830034109203
Gaia DR2 3554954777476384000,3554954777476384000,1.8031368,0.8809519,0.92218494,263.8007950037759,33.758112735184696
Gaia DR2 2118288491844170624,2118288491844170624,1.4141893,0.6503658,0.7638235,74.08111527150652,22.667518154844643
Gaia DR2 2826274886645541120,2826274886645541120,2.5831356,1.3863773,1.1967583,101.36363844749305,-38.865317039455384
Gaia DR2 1848507847790696320,1848507847790696320,0.70696926,0.28965187,0.4173174,76.80321818335258,-14.824299266795018
Gaia DR2 2096635671922747776,2096635671922747776,2.3052454,1.2144699,1.0907755,67.01093645682177,16.527114209488058
Gaia DR2 1044651499404922624,1044651499404922624,2.1395082,1.1015205,1.0379877,150.18892569015063,36.99430760341058
Gaia DR2 353839819826253184,353839819826253184,2.7689028,1.5528641,1.2160387,138.30457547912158,-13.950001367975734
Gaia DR2 2711998794878974336,2711998794878974336,2.4061403,1.2820225,1.1241179,80.99513411249319,-46.146523254684205
Gaia DR2 1307599464669395200,1307599464669395200,2.1803446,1.124402,1.0559425,47.86073642644952,38.210989374525944
Gaia DR2 2642822127464255232,2642822127464255232,2.477024,1.3262253,1.1507988,88.15073317695249,-58.11176475623712
Gaia DR2 3487872301756063488,3487872301756063488,1.7396736,0.84037876,0.89929485,288.01453040008937,35.61935759693232
Gaia DR2 600231888754969600,600231888754969600,1.2620077,0.56578064,0.6962271,214.5512592821346,23.96915137985817
Gaia DR2 1101109978382318464,1101109978382318464,2.7229843,1.5148926,1.2080917,149.29873355915646,24.260274353758106
Gaia DR2 4019285341114121472,4019285341114121472,1.6834345,0.8124666,0.87096786,202.52690454257473,72.73811419649307
Gaia DR2 4599419389968853376,4599419389968853376,2.3162384,1.2208824,1.095356,52.74168208270534,31.405944808174084
Gaia DR2 6893027579247668736,6893027579247668736,2.3355036,1.2310047,1.1044989,42.94784230999252,-41.123986401289024
Gaia DR2 1081858113894622208,1081858113894622208,2.415719,1.2945652,1.1211538,159.88304465413236,32.1714908976426
Gaia DR2 6849429130006146304,6849429130006146304,2.5474815,1.3850708,1.1624107,19.680743614393432,-31.034088698144625
Gaia DR2 3511538563693705088,3511538563693705088,2.4229546,1.275919,1.1470356,309.38002057601165,46.201901764399324
Gaia DR2 5063934735983051776,5063934735983051776,2.5664673,1.3697758,1.1966915,229.55882100794423,-65.89783346932248
Gaia DR2 2596884630439726208,2596884630439726208,1.0479488,0.44865417,0.59929466,48.63721118819822,-57.18284465883767
Gaia DR2 3245585671806212224,3245585671806212224,1.7929173,0.8759537,0.9169636,196.3463557730124,-38.53881363097307
Gaia DR2 2237086084663079040,2237086084663079040,2.190837,1.1340866,1.0567503,95.4450436181678,14.273671498524033
Gaia DR2 1700855702605786368,1700855702605786368,2.517332,1.3489437,1.1683884,110.9955340180249,37.9788227284525
Gaia DR2 1412685425932372096,1412685425932372096,1.4252377,0.65799046,0.7672472,78.65132376365993,38.03653559140189
Gaia DR2 3193819702297956736,3193819702297956736,1.7498178,0.8478203,0.90199757,201.5086895240193,-40.834053391264554
Gaia DR2 2766823708816064000,2766823708816064000,2.4769278,1.331255,1.1456728,102.59395579520277,-47.87496194585454
Gaia DR2 4021220206700930816,4021220206700930816,2.3349447,1.2347374,1.1002073,193.36042858436775,76.08401241885012
Gaia DR2 1589968378693536640,1589968378693536640,1.9726744,0.991786,0.98088837,80.47106988908506,59.36300200540346
Gaia DR2 1786796147069105792,1786796147069105792,2.527193,1.3744164,1.1527767,73.60108027638367,-23.44758595555511
Gaia DR2 1486052916276770944,1486052916276770944,2.5504694,1.3747959,1.1756735,76.04659688293415,68.32747951148812
Gaia DR2 3489638426667749504,3489638426667749504,1.7980318,0.8755188,0.922513,290.27174433904946,37.941799176150084
Gaia DR2 5029407601265889280,5029407601265889280,1.5975065,0.76006794,0.8374386,252.44377943374215,-83.69758843904182
Gaia DR2 1641577392916208384,1641577392916208384,1.3609018,0.62428474,0.7366171,96.8710603812333,42.37423634714729
Gaia DR2 1661627915161029888,1661627915161029888,1.9698887,0.9862337,0.983655,109.95408876801643,53.539567193661924
Gaia DR2 2905912891802939776,2905912891802939776,1.1391144,0.4985342,0.6405802,232.99469279944154,-29.140451729443377
Gaia DR2 1016377076859882496,1016377076859882496,0.5894642,0.23823738,0.3512268,166.71139053072199,42.20202776702956
Gaia DR2 4013773695482689792,4013773695482689792,1.1590843,0.5093441,0.6497402,186.14163612040613,81.51613384750762
Gaia DR2 4585860758036329472,4585860758036329472,2.8617382,1.5046978,1.3570404,53.39338462478968,19.071631791746427
Gaia DR2 6894204984402324352,6894204984402324352,2.1814518,1.1145935,1.0668583,42.72629724844789,-38.9451825747867
Gaia DR2 1883218643901858560,1883218643901858560,1.798872,0.87465763,0.92421436,94.58246121399273,-29.868501469433106
Gaia DR2 3695108837474814080,3695108837474814080,1.8129816,0.8841295,0.9288521,288.7864424454821,61.52168024688732
Gaia DR2 3512861898952392704,3512861898952392704,2.085638,1.0608196,1.0248184,294.64007017169837,38.36482631281556
Gaia DR2 3551468226105101440,3551468226105101440,2.6424217,1.4551029,1.1873188,270.49830994747253,35.08938630565989
Gaia DR2 3473793536399003904,3473793536399003904,2.3114471,1.2037029,1.1077442,290.4262716336404,31.852727826272414
Gaia DR2 2507707438493917696,2507707438493917696,1.9268217,0.9571991,0.9696226,156.19138438736812,-58.50555468780572
Gaia DR2 2858021841787462784,2858021841787462784,1.4802246,0.6868124,0.7934122,118.82219077142227,-33.20728775161832
Gaia DR2 812825863599580032,812825863599580032,1.5805197,0.7359228,0.84459686,180.6081741358096,45.48049005750594
Gaia DR2 3062154250026466176,3062154250026466176,2.3082838,1.2126122,1.0956717,218.363897500491,8.48748227396993
Gaia DR2 6835434889602245120,6835434889602245120,2.4351072,1.2937508,1.1413565,31.990416497470857,-39.29874361029661
Gaia DR2 828733769637159808,828733769637159808,2.635929,1.4260674,1.2098618,175.73860819481794,57.47123992144375
Gaia DR2 556665660353270912,556665660353270912,2.529625,1.3590412,1.1705837,132.02303764841668,22.353090432835852
Gaia DR2 1074238601393166592,1074238601393166592,2.5856514,1.3787384,1.206913,133.97272797425012,44.39475079827647
Gaia DR2 5761525317064085248,5761525317064085248,2.7179356,1.5086384,1.2092972,230.9301502301315,21.500721262343053
Gaia DR2 3651432146809980032,3651432146809980032,2.3628483,1.2589054,1.1039429,352.12339963358295,51.75168583741529
Gaia DR2 1428816395383521920,1428816395383521920,1.7112484,0.8288059,0.8824425,83.12531864742839,45.34634125270951
Gaia DR2 2732847700004982272,2732847700004982272,2.7771015,1.5551453,1.2219563,79.41004464897641,-36.855002740434514
Gaia DR2 1929198192951851136,1929198192951851136,2.8314571,1.5869617,1.2444954,98.38153925258516,-17.21240615898232
Gaia DR2 657989028403365376,657989028403365376,2.0015192,1.0037851,0.99773407,209.54075621349259,30.82593263038894
Gaia DR2 1065558369409212928,1065558369409212928,2.4560127,1.3196716,1.1363411,145.11949450971056,43.651968066592744
Gaia DR2 4576776696045635712,4576776696045635712,3.164484,1.8502026,1.3142815,49.42264081155726,19.867700945238006
Gaia DR2 3981682043443965312,3981682043443965312,2.6860037,1.4867439,1.1992598,228.0363436092232,60.16357073677438
Gaia DR2 856542892595939456,856542892595939456,2.5735855,1.3903809,1.1832047,146.29097794218225,55.45922300256593
Gaia DR2 1987362736022654336,1987362736022654336,1.8567181,0.91419315,0.9425249,99.1498084636887,-8.326152852093337
Gaia DR2 4231393018288169600,4231393018288169600,2.7897873,1.569006,1.2207813,47.60841182420356,-23.343136782424445
Gaia DR2 719562332394139776,719562332394139776,2.7035923,1.505928,1.1976643,184.47508191306832,39.762437756925735
Gaia DR2 4891835778685732352,4891835778685732352,2.118762,1.0815258,1.0372362,226.55702451860202,-41.231765540015566
Gaia DR2 3600567325864629504,3600567325864629504,2.4941416,1.3497295,1.144412,273.69527567718575,56.19702245793777
Gaia DR2 2502834609118127872,2502834609118127872,2.6804104,1.4749699,1.2054405,168.66785960960848,-49.651185538589644
Gaia DR2 2564046448660940288,2564046448660940288,1.7283144,0.83659744,0.89171696,131.10711556581367,-57.81302764326901
Gaia DR2 2912907194505925248,2912907194505925248,2.1259851,1.0905247,1.0354605,231.13860033049633,-19.559769527285866
Gaia DR2 2290984140361067264,2290984140361067264,2.194707,1.1351748,1.0595322,111.46449139448367,21.931807697963542
Gaia DR2 1348098051333287040,1348098051333287040,2.2880116,1.1917171,1.0962944,67.05284845704504,34.359610186877696
Gaia DR2 1011834272771043712,1011834272771043712,1.4613581,0.6781769,0.7831812,171.18466099696082,44.449392204758276
Gaia DR2 1476787263069871616,1476787263069871616,2.5439653,1.3768158,1.1671495,91.60571521795221,74.50507879639856
Gaia DR2 5076827338748087168,5076827338748087168,2.0699196,1.0534449,1.0164747,214.95637533339436,-64.2057623013839
Gaia DR2 2563995699327454208,2563995699327454208,1.5049467,0.7042675,0.8006792,132.40047842361366,-57.89591512049658
Gaia DR2 2266786779943673088,2266786779943673088,1.3490524,0.6170902,0.7319622,103.3472892856637,28.94438924676629
Gaia DR2 857582858796875776,857582858796875776,2.1502113,1.1030827,1.0471287,142.057631098416,54.59451656220941
Gaia DR2 6607536464518511104,6607536464518511104,2.541788,1.3630066,1.1787815,19.79456103987636,-63.60998037226686
Gaia DR2 2542432627040561920,2542432627040561920,2.6956806,1.487545,1.2081356,114.66347147458956,-64.2317318426566
Gaia DR2 4436335118055237760,4436335118055237760,2.3741589,1.2642136,1.1099453,16.020223984402364,35.721204421653
Gaia DR2 1745969768505044480,1745969768505044480,2.1584806,1.110014,1.0484667,65.44883086637667,-27.486168682580686
Gaia DR2 2439670243082663296,2439670243082663296,2.4735909,1.327219,1.1463718,79.70803570276401,-63.57058653116715
Gaia DR2 1886458595430529920,1886458595430529920,2.7573376,1.5403862,1.2169514,96.9558623290337,-27.114739326872826
Gaia DR2 6625080787446720640,6625080787446720640,2.1972857,1.1317806,1.065505,25.100546192617855,-55.49456328007115
Gaia DR2 3651284880971404672,3651284880971404672,2.0575314,1.0360718,1.0214596,356.4470099019132,50.5757241940294
Gaia DR2 975096977946578560,975096977946578560,2.3966913,1.2639084,1.1327829,172.55402962602153,26.473786134214052
Gaia DR2 3626585142527462912,3626585142527462912,1.885539,0.93262863,0.9529104,302.89217577573555,52.80831159304062
Gaia DR2 3145894292546764544,3145894292546764544,2.5846043,1.3995934,1.1850109,213.73319021621558,19.600183423480516
Gaia DR2 3510012583288347904,3510012583288347904,1.82938,0.8986664,0.93071365,304.24746477129935,43.67348440579737
Gaia DR2 1481817597487494144,1481817597487494144,2.5047874,1.3464546,1.1583328,61.08157292104994,73.08931251528348
Gaia DR2 812752883515737344,812752883515737344,2.5664282,1.3904858,1.1759424,181.21681156889144,44.81060919924349
Gaia DR2 2719749527220933120,2719749527220933120,2.4341478,1.2912941,1.1428537,83.42618236388739,-40.40510151614848
Gaia DR2 3503498835887301248,3503498835887301248,2.2715044,1.1874752,1.0840292,301.9229140443105,42.47518799671745
Gaia DR2 2683386031990524032,2683386031990524032,1.8200941,0.88992405,0.93017006,61.14239769610025,-38.82636204264931
Gaia DR2 1008893972519849600,1008893972519849600,2.0422773,1.0314598,1.0108175,178.4830637593768,40.978023177414094
Gaia DR2 3924220569344216960,3924220569344216960,2.7205086,1.5066719,1.2138367,247.6566398463348,70.1877588436641
Gaia DR2 5157923257667806080,5157923257667806080,2.755621,1.5272903,1.2283306,193.3994836589553,-60.5174869655217
Gaia DR2 3234163120382912640,3234163120382912640,0.64429474,0.2611904,0.38310432,200.8033917107978,-19.17342473244522
Gaia DR2 4592991095238723584,4592991095238723584,2.720087,1.5021172,1.2179699,60.224046192676305,21.426568112964652
Gaia DR2 2504876810232297344,2504876810232297344,2.585682,1.4153061,1.1703758,157.4282678636477,-61.12089801448311
Gaia DR2 268780152896815488,268780152896815488,2.7732182,1.5469112,1.2263069,155.6971071811355,15.874018518933553
Gaia DR2 3998275598052708864,3998275598052708864,2.3618526,1.2365932,1.1252594,206.47263192851432,68.36681189940008
Gaia DR2 4410816002930108672,4410816002930108672,1.5348644,0.6998787,0.83498573,9.799478314020593,38.844728227710384
Gaia DR2 2867316941290457856,2867316941290457856,1.7442656,0.8450918,0.89917374,108.73991495169744,-31.563857881963774
Gaia DR2 1299668859097626752,1299668859097626752,1.6053877,0.76370335,0.84168434,42.06365118094764,39.30664643107326
Gaia DR2 3257718954418195968,3257718954418195968,1.9861088,0.999032,0.98707676,187.7453734761732,-38.40714124472155
Gaia DR2 2773670608239794944,2773670608239794944,2.6743336,1.4508152,1.2235184,106.12258427015966,-43.86616849371842
Gaia DR2 5647268677214088704,5647268677214088704,2.6200066,1.4412594,1.1787472,248.3827360823763,8.70842275154835
Gaia DR2 2156588909949358848,2156588909949358848,2.286419,1.1992292,1.0871897,91.221313316299,24.61751814397775
Gaia DR2 912442269911525504,912442269911525504,2.7691422,1.5551357,1.2140064,180.88954797323396,39.072425067861815
Gaia DR2 836714059383244544,836714059383244544,1.5242777,0.7150316,0.80924606,159.01391916627844,56.47587643579936
Gaia DR2 3980379598906209024,3980379598906209024,2.387167,1.2654123,1.1217546,224.39338495408123,70.91638839191386
Gaia DR2 6332754253741050624,6332754253741050624,1.9145803,0.9496813,0.96489906,350.8236928591434,42.70924152430831
Gaia DR2 1335000015988279168,1335000015988279168,2.4027843,1.2653503,1.137434,58.0078240524378,33.67087709831666
Gaia DR2 1587969775790972416,1587969775790972416,2.1180782,1.0863543,1.031724,78.27048875982335,55.88952355864786
Gaia DR2 701692927684349184,701692927684349184,2.1228905,1.0846167,1.0382738,192.0546105607686,44.5135392338154
Gaia DR2 2743171942392459008,2743171942392459008,2.3638306,1.2369099,1.1269207,94.81850156863537,-55.27323159879181
Gaia DR2 798715315484895360,798715315484895360,2.7958126,1.5580654,1.2377472,187.75998054146345,46.315494614854394
Gaia DR2 1360928660539253504,1360928660539253504,2.649065,1.4499321,1.1991329,71.72260888033729,32.069160203056704
Gaia DR2 2986295399474335744,2986295399474335744,2.6589222,1.465641,1.1932812,215.01593434112212,-31.345766847738325
Gaia DR2 2723620323546789376,2723620323546789376,2.1152248,1.0788918,1.0363331,71.07497745082178,-37.4308160888674
Gaia DR2 6812228940783442432,6812228940783442432,2.5095596,1.3589973,1.1505623,25.730331535721,-50.83911489886832
Gaia DR2 1400798983681762688,1400798983681762688,2.3918018,1.2677212,1.1240807,74.38342691440553,51.45944915737474
Gaia DR2 2870144301082055296,2870144301082055296,2.0272522,1.0243883,1.0028639,100.85036285122482,-29.042184991538527
Gaia DR2 1204759736942489984,1204759736942489984,2.3665104,1.2446404,1.12187,35.22174645513472,44.232554014697904
Gaia DR2 1611245784116163712,1611245784116163712,2.7365065,1.5267849,1.2097216,100.96453139097142,56.56069122312315
Gaia DR2 4385087843156723840,4385087843156723840,2.522997,1.3617287,1.1612682,22.058186789133128,25.837472920715125
Gaia DR2 1035782185779245056,1035782185779245056,2.4364681,1.3149757,1.1214924,157.29440287386512,34.45272327068328
