,Gaia2,RAdeg,DEdeg,PDis,plx,e_plx,Gmag,e_Gmag,Bpmag,e_Bpmag,Rpmag,e_Rpmag,Sep,pmRA,e_pmRA,pmDE,e_pmDE,RVel,e_RVel,Age,PreAge,CoolAge,[Fe/H],DM,Av,e_Age,e_PreAge,e_CoolAge,e_[Fe/H],e_DM,e_Av,Nb,PCont
1695,2391040,298.243976,-46.016501,0.00397,9.572,263.146,9.672,0.0003,9.991,0.002,9.229,0.002,1491.4232,77.573,0.06,-46.235,0.046,0.0,0.0,1.175,0.468,0.706,-0.693,5.253,0.253,0.141,0.147,0.017,0.651,0.008,0.023,7,0.0
1696,1997440,195.960485,-36.747618,0.00821,9.185,270.824,10.87,0.0003,11.49,0.001,10.152,0.001,3219.5183,-76.999,0.072,-10.997,0.067,-5.819,0.868,2.143,0.261,1.882,-0.676,5.363,0.192,0.107,0.086,0.153,0.638,0.008,0.048,7,0.004
1697,2025600,79.178512,-38.845724,0.00187,9.621,308.37,14.436,0.0004,15.657,0.003,13.343,0.002,701.4486,-28.807,0.055,-52.429,0.059,0.0,0.0,1.9,1.485,0.415,-0.754,5.22,0.048,0.461,0.456,0.011,0.638,0.007,0.019,7,0.0
1698,7242752,195.862502,-47.703626,0.0122,9.553,192.457,11.721,0.0029,12.363,0.01,10.954,0.007,4597.4169,33.513,0.064,-0.641,0.069,0.0,0.0,3.895,3.258,0.638,-0.765,5.514,0.158,1.438,1.443,0.01,0.63,0.011,0.012,7,0.009
1699,2702464,85.854281,-33.610998,0.00285,9.752,425.402,12.775,0.0003,13.564,0.001,11.922,0.001,1051.1478,2.278,0.038,24.84,0.044,-1.952,1.023,3.452,2.044,1.408,-0.754,5.183,0.051,1.169,1.195,0.037,0.613,0.005,0.018,7,0.0
1700,2300544,293.182209,-86.143457,0.00117,9.737,171.584,16.437,0.0008,18.101,0.016,15.187,0.002,430.8105,-13.914,0.095,-97.27,0.113,0.0,0.0,8.081,7.206,0.875,-0.962,5.461,0.187,2.587,2.596,0.019,0.569,0.013,0.027,7,0.0
1701,2435328,280.761808,-83.843009,0.00423,9.904,311.981,14.884,0.0004,16.141,0.006,13.777,0.001,1537.4342,90.561,0.05,-31.593,0.053,0.0,0.0,3.303,2.619,0.684,-0.763,5.559,0.192,1.322,1.327,0.01,0.653,0.007,0.018,7,0.0
1702,2982400,62.534585,-74.924465,0.00106,9.988,163.362,15.759,0.0011,17.24,0.009,14.556,0.003,381.2069,39.524,0.104,0.94,0.109,0.0,0.0,2.591,2.528,0.062,-0.779,5.207,0.044,1.218,1.215,0.006,0.631,0.011,0.026,7,0.0
1703,205952,338.350354,-70.379114,0.00476,9.904,484.656,13.604,0.0004,14.691,0.003,12.573,0.002,1730.345,241.862,0.036,-143.625,0.032,-17.045,2.286,1.164,0.328,0.837,-0.662,5.102,0.175,0.065,0.075,0.02,0.642,0.005,0.014,7,0.0
1704,4832512,133.336767,-73.141047,0.01111,10.252,261.111,14.905,0.0007,16.397,0.007,13.704,0.002,3901.7948,8.163,0.07,55.524,0.084,0.0,0.0,1.209,0.758,0.451,-0.744,5.382,0.121,0.223,0.22,0.009,0.642,0.008,0.012,7,0.006
1705,1555968,335.751891,-59.951496,0.00148,10.212,217.458,14.597,0.0003,15.861,0.002,13.487,0.001,520.6637,-133.407,0.051,-47.0,0.061,0.0,0.0,4.284,4.071,0.213,-0.797,5.026,0.015,1.602,1.599,0.006,0.644,0.01,0.008,7,0.0
1706,3109888,179.626043,-45.436768,0.00624,10.274,214.392,14.809,0.0004,16.137,0.003,13.672,0.001,2185.4556,-49.925,0.063,-70.355,0.04,0.0,0.0,9.598,8.621,0.976,-0.948,5.337,0.05,2.417,2.421,0.014,0.572,0.01,0.019,7,0.0
1707,2230272,346.374604,-52.999079,0.00639,10.528,210.638,15.124,0.0005,16.506,0.004,13.97,0.001,2186.398,-3.865,0.061,-94.409,0.065,0.0,0.0,3.399,1.496,1.903,-0.648,4.912,0.066,0.408,0.438,0.053,0.629,0.01,0.008,7,0.0
1708,8461696,275.869167,-49.273902,0.0019,10.676,224.81,14.015,0.0004,15.117,0.004,12.984,0.002,641.2954,66.589,0.069,7.653,0.066,0.0,0.0,2.575,2.032,0.544,-0.817,5.108,0.069,0.611,0.615,0.008,0.631,0.01,0.013,7,0.0
1709,2556800,168.071997,-33.862532,0.00355,10.854,171.533,15.05,0.0007,16.413,0.004,13.899,0.002,1178.9573,-87.625,0.109,-27.67,0.084,0.0,0.0,3.938,3.765,0.173,-0.741,5.078,0.021,1.423,1.421,0.005,0.605,0.013,0.009,7,0.0
1710,1267200,19.333971,-35.380976,0.00692,10.756,296.755,9.442,0.0002,9.837,0.001,8.922,0.001,2314.7807,-30.025,0.051,-71.487,0.047,21.822,0.352,3.085,0.127,2.958,-0.627,4.9,0.106,0.04,0.018,0.035,0.644,0.008,0.015,7,0.0
1711,1853440,31.030927,-51.245941,0.00302,10.896,399.687,14.339,0.0003,15.484,0.002,13.286,0.001,997.0336,-59.319,0.042,-13.572,0.039,0.0,0.0,3.031,1.159,1.873,-0.697,4.872,0.08,0.33,0.37,0.072,0.642,0.005,0.015,7,0.0
1712,5544192,123.029325,-60.311091,0.00365,10.731,432.093,9.199,0.0002,9.542,0.001,8.733,0.001,1224.6693,-123.675,0.053,112.306,0.048,67.531,0.249,2.549,1.604,0.946,-0.706,5.389,0.695,0.985,0.991,0.046,0.64,0.005,0.076,7,0.0
1713,1804160,318.653298,-54.031502,0.00172,11.344,350.49,14.461,0.0004,15.702,0.004,13.359,0.002,546.8039,44.648,0.045,-71.04,0.048,0.0,0.0,3.222,1.543,1.679,-0.745,4.844,0.223,0.525,0.561,0.058,0.656,0.006,0.02,7,0.0
1714,2198656,321.979924,-35.590803,0.009,11.173,168.799,14.022,0.0003,15.25,0.003,12.928,0.001,2900.4773,47.653,0.09,-30.732,0.087,0.0,0.0,1.414,0.492,0.922,-0.628,5.091,0.122,0.122,0.132,0.024,0.635,0.012,0.018,7,0.002
1715,530304,341.289973,-38.609308,0.00446,11.441,109.926,16.626,0.0015,18.357,0.02,15.369,0.002,1401.9383,-27.258,0.15,7.786,0.147,0.0,0.0,1.573,1.002,0.571,-0.709,4.752,0.038,0.296,0.302,0.014,0.633,0.02,0.009,7,0.0
1716,853888,4.394185,-33.264219,0.00484,10.973,169.221,15.526,0.0006,17.072,0.008,14.309,0.002,1587.2167,-23.837,0.107,-74.099,0.104,0.0,0.0,2.685,0.677,2.008,-0.731,4.839,0.047,0.181,0.228,0.103,0.639,0.012,0.01,7,0.0
1717,1917568,69.356598,-44.151217,0.00315,11.716,983.082,13.304,0.0002,14.283,0.002,12.328,0.001,967.178,49.78,0.022,115.853,0.024,-3.033,4.777,1.952,0.38,1.572,-0.613,4.712,0.021,0.07,0.091,0.066,0.603,0.002,0.01,7,0.0
1718,405632,348.746902,-38.252446,0.00637,11.315,165.346,14.569,0.0004,15.989,0.003,13.399,0.001,2027.3782,152.221,0.067,-67.296,0.084,0.0,0.0,1.127,0.385,0.742,-0.664,4.778,0.016,0.078,0.084,0.016,0.636,0.014,0.009,7,0.0
1719,1365120,338.345457,-63.16017,0.00103,11.233,88.188,17.727,0.0011,19.826,0.044,16.349,0.004,330.626,171.342,0.151,-44.759,0.218,0.0,0.0,4.551,2.618,1.933,-0.764,4.831,0.121,1.403,1.473,0.104,0.622,0.024,0.025,7,0.0
1720,253568,196.024928,-40.600017,0.01031,12.014,116.835,15.784,0.0008,17.537,0.008,14.505,0.003,3088.688,-113.881,0.167,30.126,0.185,0.0,0.0,7.342,5.812,1.531,-0.845,4.964,0.176,2.612,2.631,0.039,0.62,0.018,0.029,7,0.003
1721,440320,221.976343,-72.612423,0.00172,12.075,94.352,17.751,0.0012,20.065,0.038,16.342,0.004,511.9791,33.443,0.206,-3.83,0.194,0.0,0.0,1.713,0.975,0.738,-0.72,5.072,0.018,0.296,0.304,0.016,0.633,0.015,0.013,7,0.0
1722,1632384,42.435609,-43.565753,0.01443,12.404,420.927,14.3,0.0005,15.549,0.003,13.197,0.001,4187.1567,-16.637,0.043,64.313,0.041,0.0,0.0,3.534,1.661,1.873,-0.643,4.57,0.082,0.84,0.902,0.096,0.648,0.005,0.012,7,0.007
1723,703872,316.638162,-74.427122,0.0202,12.671,217.277,15.555,0.0006,17.135,0.007,14.327,0.002,5738.9607,125.659,0.083,-28.703,0.088,0.0,0.0,1.805,1.337,0.468,-0.814,4.63,0.097,0.366,0.366,0.007,0.637,0.01,0.013,7,0.025
1724,1878656,39.34278,-51.817143,0.00586,13.0,487.122,13.388,0.0004,14.65,0.002,12.279,0.001,1623.6071,-12.837,0.042,-188.019,0.048,0.0,0.0,2.148,1.566,0.581,-0.704,4.542,0.008,0.46,0.462,0.005,0.637,0.004,0.007,7,0.0
1725,2414080,295.175865,-54.834776,0.00773,12.732,351.322,13.161,0.0005,14.165,0.004,12.17,0.002,2186.5912,137.41,0.054,-168.426,0.04,-3.967,1.458,2.887,1.369,1.518,-0.713,4.633,0.01,0.399,0.414,0.027,0.659,0.006,0.008,7,0.0
1726,1580032,325.079242,-50.50854,0.00202,13.141,228.931,14.868,0.0004,16.379,0.005,13.664,0.001,552.054,-34.299,0.08,-61.238,0.095,0.0,0.0,4.066,0.156,3.91,-0.683,4.474,0.185,0.041,0.02,0.044,0.653,0.009,0.012,7,0.0
1727,1461760,87.660228,-48.730142,0.0097,12.914,252.656,15.237,0.0007,16.773,0.006,14.021,0.002,2705.0167,-3.491,0.109,-243.587,0.106,0.0,0.0,6.231,3.455,2.776,-0.716,4.671,0.019,2.085,2.283,0.277,0.633,0.009,0.016,7,0.001
1728,3690112,215.183489,-81.628276,0.00321,13.402,120.398,17.09,0.0011,19.084,0.028,15.735,0.003,862.8841,8.918,0.162,33.029,0.169,0.0,0.0,10.806,9.583,1.222,-1.158,5.143,0.026,1.958,1.962,0.02,0.525,0.017,0.016,7,0.0
1729,1964928,50.316082,-33.770775,0.02003,13.593,531.675,10.741,0.0002,11.31,0.001,10.058,0.0,5304.3763,-29.245,0.03,-62.576,0.045,9.943,0.399,3.713,0.338,3.375,-0.666,4.372,0.035,0.072,0.07,0.08,0.636,0.004,0.009,7,0.016
1730,2017792,24.138235,-52.344634,0.01701,13.628,340.213,14.901,0.0004,16.254,0.006,13.753,0.002,4492.7524,73.077,0.055,20.184,0.055,0.0,0.0,4.186,0.753,3.433,-0.643,4.442,0.102,0.189,0.265,0.228,0.64,0.006,0.025,7,0.008
1731,13991808,284.646101,-33.462239,0.01022,14.298,120.855,16.236,0.0016,18.045,0.037,14.946,0.005,2572.9185,130.332,0.23,-93.813,0.197,0.0,0.0,4.817,0.389,4.428,-0.632,4.447,0.006,0.108,0.121,0.165,0.637,0.017,0.006,7,0.0
1732,2178176,348.385693,-46.804147,0.00981,14.55,345.728,9.519,0.0003,9.931,0.001,8.98,0.001,2426.0958,29.877,0.042,-21.782,0.059,-13.996,0.275,1.281,0.667,0.614,-0.762,4.207,0.026,0.167,0.169,0.007,0.661,0.006,0.006,7,0.0
1733,10177536,118.652952,-44.728882,0.00371,14.804,440.696,14.531,0.0005,15.836,0.003,13.409,0.003,903.1097,94.243,0.061,1.953,0.064,0.0,0.0,1.626,1.082,0.544,-0.762,4.908,1.292,0.412,0.415,0.008,0.63,0.005,0.017,7,0.0
1734,1807488,308.175943,-49.81498,0.00241,14.747,179.677,15.086,0.0006,16.579,0.005,13.887,0.003,588.3346,-9.741,0.094,-267.951,0.074,0.0,0.0,3.507,2.702,0.805,-0.753,4.274,0.061,1.094,1.1,0.012,0.64,0.012,0.011,7,0.0
1735,2074240,84.271349,-36.582337,0.0078,15.123,172.423,17.128,0.0011,19.236,0.029,15.769,0.005,1856.495,-44.164,0.154,57.382,0.157,0.0,0.0,4.711,1.97,2.741,-0.692,4.228,0.073,1.193,1.385,0.298,0.645,0.013,0.026,7,0.0
1736,1386368,20.294474,-35.137964,0.00387,15.0,448.43,13.074,0.0006,14.251,0.002,12.006,0.001,928.7374,305.421,0.042,93.573,0.045,39.734,0.789,3.825,0.21,3.615,-0.662,4.199,0.071,0.034,0.031,0.027,0.638,0.005,0.011,7,0.0
1737,3205120,285.324337,-61.105772,0.00462,15.14,361.295,14.351,0.0004,15.481,0.002,13.3,0.001,1097.4895,282.563,0.05,-249.043,0.048,0.0,0.0,10.103,7.604,2.5,-1.057,4.298,0.036,2.111,2.15,0.062,0.542,0.006,0.025,7,0.0
1738,44489216,276.763497,-35.913204,0.01272,15.987,401.492,9.054,0.0004,9.398,0.002,8.588,0.004,2863.3418,-55.706,0.074,19.242,0.067,24.384,0.127,3.409,1.029,2.38,-0.732,4.277,0.066,0.282,0.368,0.145,0.628,0.006,0.014,7,0.002
1739,918656,334.209358,-32.80442,0.00247,16.248,110.201,16.252,0.0009,18.39,0.015,14.884,0.003,547.8263,-16.694,0.193,-148.856,0.178,0.0,0.0,2.555,1.196,1.36,-0.76,4.005,0.048,0.347,0.365,0.034,0.642,0.018,0.009,7,0.0
1740,2049664,36.431224,-36.721954,0.00409,16.475,616.82,11.45,0.0009,12.308,0.002,10.576,0.002,892.812,-71.657,0.03,17.408,0.048,11.283,0.595,4.086,2.772,1.313,-0.752,3.99,0.141,0.99,1.004,0.023,0.615,0.004,0.012,7,0.0
1741,1343872,10.683175,-58.346327,0.00272,16.682,668.055,12.051,0.0002,13.016,0.002,11.097,0.001,587.315,-91.938,0.04,-68.238,0.035,18.849,0.524,1.496,0.84,0.656,-0.734,3.92,0.016,0.217,0.221,0.008,0.626,0.003,0.007,7,0.0
1742,2626432,181.72746,-38.10665,0.01564,17.013,436.628,9.132,0.0004,9.542,0.001,8.598,0.001,3309.8088,-82.751,0.052,-46.551,0.031,10.48,0.223,1.677,1.309,0.368,-0.727,4.073,0.017,0.331,0.328,0.008,0.643,0.005,0.009,7,0.004
1743,2112768,305.576931,-58.353598,0.01788,17.566,195.183,16.914,0.0011,19.075,0.025,15.538,0.004,3664.9906,280.446,0.135,-436.191,0.133,0.0,0.0,1.153,0.301,0.852,-0.694,3.94,0.003,0.053,0.06,0.016,0.647,0.008,0.003,7,0.005
1744,1427712,320.84512,-45.460599,0.0181,17.615,261.675,14.126,0.0004,15.806,0.003,12.873,0.001,3698.923,79.061,0.088,-152.066,0.09,0.0,0.0,4.573,0.708,3.865,-0.545,3.856,0.103,0.157,0.175,0.131,0.58,0.008,0.016,7,0.006
1745,1929600,186.443675,-38.767699,0.00146,17.867,279.218,13.004,0.0008,14.298,0.002,11.889,0.001,293.3387,-84.418,0.1,3.571,0.072,0.0,0.0,2.335,1.809,0.526,-0.741,3.96,0.061,0.562,0.565,0.009,0.655,0.008,0.019,7,0.0
1746,2250112,309.525505,-36.456714,0.00182,18.867,187.904,16.017,0.0007,17.813,0.012,14.729,0.003,347.6308,230.3,0.143,-11.999,0.089,0.0,0.0,9.46,6.056,3.404,-0.907,3.749,0.241,2.176,2.292,0.176,0.596,0.011,0.017,7,0.0
1747,1991936,305.649833,-58.959814,0.02324,18.885,583.153,11.031,0.0008,11.814,0.002,10.203,0.001,4430.808,152.488,0.053,-94.194,0.046,-18.028,0.258,1.936,0.631,1.305,-0.722,3.787,0.061,0.153,0.162,0.021,0.665,0.004,0.01,7,0.008
1748,8525184,222.03618,-42.901121,0.07101,19.144,310.65,11.59,0.0004,12.467,0.002,10.692,0.001,13352.7646,-95.871,0.081,-15.842,0.071,0.0,0.0,1.107,0.867,0.241,-0.746,4.199,0.723,0.357,0.347,0.015,0.642,0.007,0.027,7,0.121
1749,2084608,209.785409,-33.175696,0.00498,19.261,216.299,14.874,0.0008,16.524,0.005,13.633,0.002,929.9313,-91.176,0.193,-101.064,0.2,0.0,0.0,5.162,3.34,1.822,-0.712,3.792,0.004,1.218,1.239,0.034,0.623,0.01,0.004,7,0.0
1750,1516672,24.146312,-36.803484,0.03494,20.902,638.026,12.084,0.0002,13.192,0.001,11.052,0.001,6017.0226,204.229,0.044,-37.635,0.037,16.297,0.358,4.971,1.293,3.678,-0.668,3.452,0.016,0.301,0.361,0.143,0.626,0.004,0.01,7,0.03
1751,7561856,265.141246,-64.326515,0.00939,21.443,294.302,15.801,0.0009,17.714,0.013,14.466,0.002,1576.2002,-94.582,0.079,-233.895,0.095,0.0,0.0,4.833,2.572,2.261,-0.687,3.588,0.14,0.789,0.823,0.06,0.636,0.007,0.011,7,0.0
1752,1252864,60.838295,-72.336079,0.00249,23.109,1033.519,11.015,0.0004,11.844,0.002,10.149,0.001,387.4743,-102.77,0.045,22.237,0.04,20.425,0.452,2.182,1.397,0.784,-0.677,3.566,0.118,0.384,0.39,0.013,0.626,0.002,0.016,7,0.0
1753,1297664,189.815466,-32.726361,0.00563,23.485,524.99,8.66,0.0004,9.123,0.002,8.074,0.002,862.7704,-42.792,0.077,-64.864,0.059,-17.379,0.229,2.119,0.669,1.45,-0.689,3.425,0.167,0.172,0.187,0.033,0.658,0.004,0.012,7,0.0
1754,2823680,319.658947,-38.575229,0.01005,23.698,177.063,16.98,0.0007,19.598,0.022,15.519,0.003,1527.254,354.544,0.169,25.774,0.183,0.0,0.0,2.942,1.868,1.074,-0.679,3.361,0.056,0.501,0.506,0.012,0.652,0.007,0.008,7,0.0
1755,3866880,312.293845,-54.778935,0.00651,25.494,632.526,8.945,0.0002,9.484,0.001,8.294,0.001,918.8818,183.359,0.064,-278.279,0.046,-39.065,1.741,2.635,1.575,1.06,-0.674,3.068,0.066,0.384,0.39,0.012,0.615,0.003,0.009,7,0.0
1756,1104896,355.773161,-64.787535,0.01151,26.843,889.944,9.854,0.0007,10.561,0.001,9.082,0.001,1543.47,-214.779,0.064,-110.029,0.05,29.995,0.149,4.147,1.917,2.231,-0.722,2.937,0.074,0.519,0.551,0.061,0.636,0.002,0.012,7,0.0
1757,10036224,266.649249,-62.753488,0.11945,29.042,605.468,7.35,0.0002,7.689,0.001,6.893,0.001,14806.6933,-48.389,0.044,-382.914,0.046,-6.498,0.148,3.359,2.315,1.044,-0.711,2.951,0.07,0.766,0.774,0.013,0.618,0.003,0.012,7,0.14
1758,840576,358.502933,-33.275233,0.0018,43.176,806.008,12.262,0.0005,13.744,0.002,11.081,0.002,150.0909,-306.196,0.1,-416.126,0.082,0.0,0.0,2.395,1.514,0.88,-0.698,1.861,0.023,0.493,0.499,0.01,0.646,0.002,0.009,7,0.0
1759,1591424,347.586504,-68.837521,0.0036,47.509,1030.77,8.368,0.0007,8.958,0.001,7.688,0.002,272.5839,66.857,0.068,319.294,0.069,5.271,0.315,1.521,1.046,0.475,-0.721,1.72,0.05,0.293,0.294,0.006,0.655,0.002,0.012,7,0.0
1760,3926400,100.994205,-4.451834,0.00603,1.705,39.122,12.775,0.0003,13.076,0.002,12.324,0.001,12732.6977,-10.98,0.071,-17.21,0.064,0.0,0.0,6.272,6.204,0.068,-0.834,9.073,0.021,2.838,2.837,0.007,0.621,0.05,0.011,7,0.112
1761,1949568,257.757241,36.163111,0.00442,1.711,24.11,17.024,0.0009,17.985,0.013,16.06,0.003,9299.4695,5.023,0.125,-26.742,0.126,0.0,0.0,6.488,6.418,0.07,-0.928,8.803,0.072,2.961,2.962,0.009,0.583,0.071,0.011,7,0.077
1762,614400,17.367423,18.059718,0.00661,2.038,20.141,17.038,0.0014,18.121,0.016,15.995,0.005,11680.9249,26.501,0.205,-11.753,0.141,0.0,0.0,8.001,7.841,0.159,-1.032,8.542,0.073,2.856,2.861,0.015,0.559,0.062,0.011,7,0.102
1763,4478976,93.098576,6.880336,0.00572,1.835,52.029,14.947,0.0005,15.51,0.002,14.253,0.002,11218.009,6.189,0.06,-9.434,0.054,0.0,0.0,7.999,7.852,0.147,-1.035,8.962,0.035,2.939,2.934,0.013,0.538,0.041,0.015,7,0.097
1764,1158016,269.525773,37.524993,0.00258,1.578,28.098,16.885,0.0008,17.781,0.011,15.962,0.003,5887.5068,1.668,0.099,12.559,0.106,0.0,0.0,8.796,8.704,0.092,-1.126,8.991,0.056,2.725,2.723,0.013,0.491,0.062,0.012,7,0.027
1765,10901248,110.570551,-11.793767,0.00722,1.851,49.129,12.64,0.0002,13.021,0.001,12.114,0.001,14045.3441,0.251,0.058,-16.032,0.054,0.0,0.0,6.792,6.66,0.132,-0.942,8.995,0.035,2.822,2.82,0.01,0.612,0.038,0.014,7,0.13
1766,651392,109.566883,61.143222,0.0009,2.081,21.798,17.269,0.0008,18.317,0.014,16.247,0.004,1559.8977,12.164,0.107,-11.06,0.107,0.0,0.0,7.848,7.687,0.161,-0.993,8.498,0.05,3.087,3.091,0.015,0.589,0.063,0.012,7,0.0
1767,1935104,98.18878,0.470383,0.0008,2.541,20.699,17.505,0.0014,18.865,0.024,16.365,0.003,1134.4757,1.092,0.204,-15.898,0.2,0.0,0.0,3.045,2.794,0.251,-0.754,8.12,0.068,2.196,2.209,0.03,0.639,0.096,0.015,7,0.0
1768,1633920,335.407689,23.984739,0.00116,1.947,22.627,16.946,0.0007,17.96,0.01,15.952,0.003,2140.439,-22.515,0.134,0.963,0.13,0.0,0.0,8.798,8.62,0.177,-1.109,8.536,0.125,2.698,2.703,0.015,0.535,0.056,0.013,7,0.0
1769,6905984,16.398482,55.282891,0.00686,2.831,59.79,12.796,0.0004,13.221,0.001,12.219,0.001,8721.6099,10.606,0.065,-12.52,0.06,-16.928,4.459,2.124,1.799,0.325,-0.748,8.244,0.054,0.783,0.783,0.018,0.641,0.036,0.014,7,0.07
1770,701824,11.095219,23.110765,0.00097,2.118,20.292,17.28,0.0008,18.461,0.013,16.185,0.003,1647.1815,3.228,0.233,6.135,0.123,0.0,0.0,9.417,9.261,0.157,-1.205,8.256,0.048,2.585,2.589,0.014,0.509,0.053,0.011,7,0.0
1771,1038720,243.191328,68.783742,0.00126,2.203,31.328,17.171,0.0012,18.32,0.026,16.09,0.005,2052.311,-5.432,0.119,1.721,0.147,0.0,0.0,9.757,9.679,0.077,-1.169,8.404,0.053,2.186,2.185,0.01,0.506,0.053,0.012,7,0.0
1772,2423680,57.3122,-2.945512,0.0022,2.294,75.827,13.117,0.0003,13.524,0.001,12.552,0.001,3454.6019,26.825,0.043,-20.865,0.043,0.0,0.0,11.726,11.662,0.065,-1.435,8.519,0.135,1.207,1.205,0.008,0.282,0.028,0.014,7,0.005
1773,3683968,88.421232,-20.848649,0.00166,2.035,33.812,16.627,0.0007,17.675,0.013,15.602,0.002,2932.1589,10.539,0.089,-1.022,0.123,0.0,0.0,8.977,8.898,0.079,-1.148,8.453,0.021,2.526,2.525,0.01,0.55,0.049,0.01,7,0.002
1774,11815296,294.011466,41.552458,0.00811,2.38,30.659,17.004,0.001,18.272,0.009,15.892,0.003,12260.5357,-11.715,0.161,-13.679,0.138,0.0,0.0,5.57,5.11,0.46,-0.795,8.164,0.019,2.908,2.926,0.028,0.641,0.063,0.01,7,0.107
1775,1175040,224.57186,-10.243082,0.00202,1.831,58.283,13.98,0.0004,14.421,0.002,13.397,0.002,3969.4526,-11.236,0.051,-8.801,0.047,0.0,0.0,10.105,10.066,0.039,-1.127,8.945,0.136,1.948,1.946,0.007,0.437,0.034,0.016,7,0.007
1776,5461632,304.691389,13.40117,0.01118,2.844,58.789,15.414,0.0004,16.201,0.004,14.552,0.001,14157.7272,22.085,0.064,24.194,0.058,0.0,0.0,1.973,1.714,0.259,-0.732,7.951,0.099,0.696,0.697,0.013,0.637,0.036,0.012,7,0.131
1777,995840,177.369296,5.327687,0.00437,1.64,35.16,12.634,0.0003,12.972,0.001,12.138,0.001,9592.956,-21.822,0.107,-25.261,0.058,-30.956,2.387,9.086,8.957,0.129,-1.076,8.837,0.007,2.587,2.587,0.012,0.524,0.051,0.002,7,0.08
1778,633088,335.40655,10.809945,0.0014,2.329,39.265,15.443,0.0005,16.166,0.006,14.626,0.002,2162.2957,24.577,0.084,12.341,0.083,0.0,0.0,8.589,8.223,0.366,-1.021,8.227,0.164,2.876,2.879,0.017,0.539,0.043,0.013,7,0.0
1779,1055872,210.742713,57.530443,0.00632,1.961,32.345,14.774,0.0004,15.358,0.002,14.05,0.001,11606.2924,0.106,0.092,-32.426,0.098,0.0,0.0,10.068,9.976,0.093,-1.279,8.38,0.026,2.133,2.131,0.01,0.478,0.043,0.01,7,0.101
1780,10480000,109.263404,-16.274267,0.00146,2.36,49.132,15.868,0.0007,16.734,0.003,14.963,0.002,2232.7622,-16.533,0.067,2.531,0.07,0.0,0.0,5.974,5.541,0.432,-0.913,8.421,0.078,3.134,3.141,0.017,0.614,0.042,0.021,7,0.0
1781,1368576,255.987403,47.797037,0.00112,2.107,31.652,16.993,0.0011,18.051,0.015,15.97,0.004,1914.7935,2.068,0.121,9.337,0.156,0.0,0.0,10.571,10.432,0.139,-1.235,8.421,0.085,2.015,2.015,0.013,0.483,0.044,0.011,7,0.0
1782,1964928,256.198834,17.313928,0.00375,2.727,112.418,11.821,0.0002,12.129,0.001,11.355,0.001,4944.7045,-38.719,0.03,-20.135,0.033,10.342,1.323,6.788,6.398,0.39,-0.885,8.146,0.2,2.711,2.711,0.009,0.597,0.02,0.015,7,0.01
1783,1245184,206.127856,85.708237,0.0029,2.093,47.138,16.307,0.0008,17.3,0.006,15.319,0.004,4982.4221,-11.085,0.087,13.502,0.089,0.0,0.0,11.391,11.218,0.173,-1.334,8.804,0.052,1.594,1.591,0.016,0.388,0.047,0.019,7,0.01
1784,7604864,94.59365,-14.225349,0.00504,2.476,46.464,16.351,0.0005,17.326,0.005,15.376,0.001,7325.7432,-1.272,0.091,-43.624,0.103,0.0,0.0,10.025,9.8,0.225,-1.176,8.255,0.063,2.302,2.299,0.018,0.48,0.038,0.013,7,0.051
1785,1777664,76.556064,8.437234,0.00351,2.838,75.484,12.681,0.0002,13.049,0.001,12.162,0.001,4447.4346,-3.254,0.065,-15.947,0.05,-3.765,3.558,9.106,8.882,0.224,-1.076,8.062,0.103,2.422,2.42,0.012,0.562,0.026,0.012,7,0.008
1786,11200768,118.243922,-21.425466,0.00635,1.839,24.254,17.139,0.0009,18.062,0.011,16.18,0.002,12426.1381,-28.705,0.101,-12.637,0.116,0.0,0.0,6.046,5.849,0.197,-0.875,8.691,0.037,3.09,3.097,0.017,0.626,0.068,0.01,7,0.109
1787,1580544,177.661219,-10.198239,0.00506,1.921,45.541,11.515,0.0006,11.881,0.001,11.008,0.001,9478.1293,-18.573,0.077,12.083,0.04,-20.089,0.885,10.134,9.919,0.215,-1.222,8.525,0.082,2.216,2.214,0.015,0.516,0.036,0.009,7,0.079
1788,10396800,107.927885,-24.678639,0.00297,2.466,111.619,14.221,0.0065,14.859,0.021,13.473,0.019,4333.6677,5.942,0.027,-16.868,0.036,0.0,0.0,10.574,10.344,0.23,-1.239,8.156,0.069,1.943,1.941,0.01,0.46,0.018,0.011,7,0.008
1789,1100288,18.813951,33.574776,0.00667,2.696,53.098,10.245,0.0003,10.444,0.001,9.929,0.003,8903.0809,13.271,0.088,11.167,0.082,0.0,0.0,6.856,6.678,0.178,-0.822,7.852,0.027,2.516,2.517,0.009,0.58,0.035,0.005,7,0.072
1790,2081024,67.575358,-14.317271,0.00187,2.668,30.252,17.029,0.0009,18.255,0.009,15.923,0.003,2524.655,5.413,0.109,0.265,0.097,0.0,0.0,10.565,10.221,0.344,-1.269,8.171,0.086,2.13,2.135,0.017,0.468,0.042,0.012,7,0.0
1791,8908288,114.250169,-12.496898,0.00188,1.928,64.502,14.126,0.0002,14.592,0.002,13.521,0.001,3518.3977,-12.014,0.039,-13.473,0.035,0.0,0.0,7.489,7.215,0.274,-0.992,8.646,0.242,2.964,2.958,0.016,0.568,0.031,0.012,7,0.005
