,Gaia2,RAdeg,DEdeg,PDis,plx,e_plx,Gmag,e_Gmag,Bpmag,e_Bpmag,Rpmag,e_Rpmag,Sep,pmRA,e_pmRA,pmDE,e_pmDE,RVel,e_RVel,Age,PreAge,CoolAge,[Fe/H],DM,Av,e_Age,e_PreAge,e_CoolAge,e_[Fe/H],e_DM,e_Av,Nb,PCont
2767,45440,218.485858,24.85283,0.01664,5.69,26.352,18.133,0.0019,19.853,0.039,16.832,0.006,10535.2368,-35.917,0.345,7.707,0.407,0.0,0.0,1.359,0.992,0.367,-0.778,6.334,0.059,0.386,0.404,0.03,0.65,0.067,0.009,7,0.091
2768,268928,159.101161,-26.458278,0.00077,5.745,37.463,17.68,0.0013,19.205,0.019,16.436,0.006,423.8529,-33.185,0.281,-61.983,0.216,0.0,0.0,4.86,4.264,0.595,-0.787,6.408,0.077,2.211,2.233,0.032,0.631,0.056,0.01,7,0.0
2769,1051008,18.19511,-22.654441,0.00786,5.746,234.708,14.203,0.0003,15.103,0.001,13.273,0.001,4839.8458,-39.41,0.051,-74.533,0.034,0.0,0.0,2.417,1.494,0.923,-0.752,6.26,0.064,0.405,0.412,0.013,0.635,0.009,0.008,7,0.009
2770,396544,26.964448,1.660281,0.00201,5.771,53.566,16.85,0.0014,18.118,0.029,15.73,0.004,1232.8028,51.382,0.207,46.548,0.168,0.0,0.0,4.648,4.559,0.088,-0.762,6.248,0.049,2.293,2.292,0.006,0.604,0.039,0.007,7,0.0
2771,1348480,238.32264,34.192013,0.00378,5.819,165.598,15.018,0.0004,16.156,0.004,13.963,0.001,2296.2284,-22.514,0.051,11.366,0.078,0.0,0.0,2.802,2.614,0.188,-0.75,6.265,0.034,0.883,0.882,0.005,0.611,0.013,0.008,7,0.0
2772,4515968,300.526363,61.51969,0.00475,5.832,155.364,15.596,0.0006,16.87,0.004,14.47,0.001,2858.8523,-30.574,0.078,-33.669,0.078,0.0,0.0,7.102,6.666,0.436,-0.772,6.546,0.053,2.318,2.319,0.006,0.605,0.014,0.009,7,0.002
2773,492544,31.417264,2.664112,0.00289,5.836,73.698,15.454,0.0009,16.79,0.006,14.306,0.002,1678.6265,-31.917,0.144,21.107,0.099,0.0,0.0,4.51,4.388,0.121,-0.775,6.27,0.043,1.984,1.982,0.007,0.643,0.028,0.008,7,0.0
2774,22272,30.374561,37.867748,0.00397,5.854,43.576,17.76,0.0017,19.649,0.049,16.457,0.004,2443.1224,-18.824,0.238,-19.732,0.269,0.0,0.0,1.512,0.905,0.607,-0.7,6.339,0.026,0.281,0.301,0.034,0.638,0.048,0.01,7,0.0
2775,847360,214.34551,63.062656,0.00206,5.864,221.886,14.95,0.0005,16.109,0.004,13.885,0.001,1247.2482,62.928,0.059,-54.559,0.042,0.0,0.0,2.262,1.823,0.439,-0.761,6.207,0.048,0.509,0.508,0.006,0.643,0.01,0.009,7,0.0
2776,2049280,248.767095,32.249505,0.00532,5.869,423.981,13.704,0.0002,14.5,0.002,12.843,0.001,3202.9023,-58.917,0.023,12.719,0.028,0.0,0.0,2.157,1.868,0.289,-0.804,6.24,0.056,0.468,0.466,0.007,0.635,0.005,0.008,7,0.004
2777,986240,23.471493,-17.423541,0.01482,5.881,22.088,18.144,0.0018,19.877,0.078,16.832,0.012,8816.1583,51.667,0.42,11.433,0.173,0.0,0.0,1.079,0.626,0.452,-0.732,6.161,0.064,0.204,0.225,0.035,0.646,0.061,0.008,7,0.071
2778,472576,157.989066,69.109367,0.00174,5.885,41.287,18.111,0.0018,19.787,0.051,16.864,0.005,1028.0417,-22.624,0.202,6.926,0.259,0.0,0.0,1.034,0.515,0.519,-0.694,6.197,0.035,0.145,0.161,0.032,0.637,0.05,0.011,7,0.0
2779,974336,152.068593,56.780056,0.00965,5.91,194.553,10.475,0.0003,10.793,0.001,10.018,0.001,5826.3985,42.912,0.048,-4.737,0.053,-49.693,2.559,1.118,0.865,0.253,-0.753,6.161,0.027,0.241,0.24,0.005,0.647,0.011,0.005,7,0.026
2780,1002112,186.363686,-17.11225,0.00791,5.949,80.66,16.12,0.0007,17.424,0.005,14.986,0.002,4643.0777,-48.246,0.133,-123.245,0.089,0.0,0.0,2.888,2.359,0.528,-0.766,6.236,0.05,0.752,0.758,0.014,0.633,0.025,0.008,7,0.009
2781,2318592,5.816272,78.598297,0.02971,5.966,123.842,16.089,0.0009,17.484,0.008,14.931,0.002,16362.9514,118.642,0.104,-6.956,0.08,0.0,0.0,6.234,5.527,0.707,-0.887,6.947,0.091,3.195,3.212,0.028,0.625,0.018,0.036,7,0.158
2782,649344,338.424993,-11.325017,0.01174,5.975,48.401,17.466,0.002,19.174,0.027,16.205,0.007,6876.0316,33.85,0.211,14.814,0.194,0.0,0.0,2.523,1.807,0.716,-0.743,6.277,0.072,0.621,0.642,0.033,0.629,0.046,0.01,7,0.044
2783,1080320,245.02183,68.415838,0.01386,5.982,314.735,11.228,0.0005,11.6,0.002,10.719,0.001,8297.5988,-9.052,0.032,23.119,0.038,0.542,0.616,1.904,1.127,0.777,-0.706,6.224,0.055,0.322,0.328,0.012,0.634,0.007,0.01,7,0.065
2784,1977216,201.286696,35.184218,0.00291,6.009,39.763,17.715,0.001,19.322,0.018,16.448,0.003,1713.7869,-14.206,0.194,-15.57,0.116,0.0,0.0,2.046,1.431,0.615,-0.715,6.141,0.043,0.498,0.522,0.036,0.649,0.056,0.006,7,0.0
2785,915584,9.138256,-21.867599,0.01968,6.021,105.883,15.854,0.0008,17.181,0.006,14.713,0.002,11466.6152,-44.765,0.09,-74.892,0.054,0.0,0.0,2.411,2.086,0.325,-0.746,6.164,0.047,0.62,0.62,0.009,0.625,0.019,0.008,7,0.1
2786,2259072,122.960501,-3.046784,0.0025,6.065,39.572,17.984,0.0017,19.593,0.05,16.725,0.006,1389.6519,-9.693,0.259,-11.964,0.18,0.0,0.0,1.758,1.512,0.245,-0.82,6.102,0.049,0.489,0.494,0.012,0.646,0.04,0.008,7,0.0
2787,136064,182.515299,18.098699,0.00716,6.133,127.884,11.633,0.001,12.094,0.003,11.048,0.002,4198.1192,-42.394,0.081,-5.679,0.045,-4.174,0.52,1.183,0.636,0.547,-0.719,6.164,0.024,0.156,0.159,0.011,0.627,0.017,0.009,7,0.007
2788,824960,127.119512,36.570672,0.00176,6.135,29.103,16.807,0.0013,18.153,0.029,15.621,0.003,1036.1437,-40.261,0.267,-61.951,0.17,0.0,0.0,3.559,3.4,0.158,-0.747,6.178,0.023,1.739,1.742,0.011,0.64,0.052,0.009,7,0.0
2789,783872,207.349685,21.112609,0.01123,6.163,74.134,14.687,0.0005,15.922,0.004,13.587,0.001,6456.4971,-85.349,0.188,13.867,0.12,0.0,0.0,1.632,1.525,0.107,-0.758,6.095,0.039,0.475,0.475,0.006,0.655,0.029,0.009,7,0.037
2790,2264448,131.911642,49.523465,0.00358,6.174,75.723,16.434,0.0006,17.761,0.01,15.287,0.003,2183.1917,-78.993,0.114,-31.884,0.097,0.0,0.0,2.024,1.306,0.717,-0.698,6.122,0.061,0.396,0.408,0.023,0.648,0.029,0.01,7,0.0
2791,369920,205.511739,6.758423,0.00145,6.24,59.318,16.822,0.0012,18.474,0.02,15.567,0.004,814.964,-39.432,0.194,-4.362,0.138,0.0,0.0,3.319,3.168,0.152,-0.823,6.046,0.038,1.312,1.312,0.008,0.634,0.031,0.008,7,0.0
2792,1204224,228.785065,77.998323,0.00195,6.265,189.678,15.307,0.0005,16.564,0.006,14.194,0.002,1110.5593,16.692,0.07,18.481,0.059,0.0,0.0,2.587,2.359,0.229,-0.782,6.091,0.035,0.759,0.757,0.005,0.661,0.011,0.008,7,0.0
2793,1045120,148.534863,-14.458481,0.0159,6.325,108.861,15.169,0.0007,16.391,0.009,14.063,0.002,9085.7132,43.922,0.095,-63.886,0.106,0.0,0.0,2.163,1.549,0.613,-0.737,6.165,0.068,0.399,0.405,0.013,0.621,0.02,0.01,7,0.075
2794,818432,18.117332,-24.820951,0.00229,6.339,81.93,16.415,0.0008,17.865,0.007,15.239,0.002,1295.9958,-0.531,0.139,-68.485,0.098,0.0,0.0,1.332,1.084,0.248,-0.761,6.047,0.061,0.319,0.321,0.009,0.64,0.026,0.008,7,0.0
2795,955264,54.393346,-11.882728,0.00823,6.348,171.069,14.357,0.0005,15.337,0.005,13.389,0.002,4931.1289,14.034,0.068,-7.638,0.069,0.0,0.0,1.446,0.303,1.142,-0.696,6.204,0.063,0.05,0.061,0.03,0.642,0.012,0.011,7,0.01
2796,3609728,254.194186,3.831322,0.00076,6.385,43.268,17.447,0.0011,19.052,0.02,16.192,0.003,456.3645,13.763,0.249,-70.271,0.201,0.0,0.0,3.902,3.421,0.482,-0.817,6.241,0.016,1.458,1.473,0.022,0.639,0.047,0.007,7,0.0
2797,1494528,339.345078,24.407927,0.0027,6.409,160.468,12.362,0.0002,12.919,0.001,11.681,0.001,1479.162,57.074,0.059,33.535,0.063,-49.74,1.205,2.808,2.282,0.526,-0.767,6.087,0.05,0.75,0.754,0.008,0.647,0.014,0.009,7,0.0
2798,494720,168.796391,38.269964,0.00152,6.437,47.446,16.874,0.001,18.394,0.01,15.668,0.003,836.0838,-12.843,0.176,10.549,0.306,0.0,0.0,1.185,0.864,0.321,-0.781,6.019,0.071,0.269,0.278,0.019,0.628,0.046,0.007,7,0.0
2799,4224,23.883603,-6.405039,0.00456,6.453,149.757,11.686,0.0002,12.118,0.001,11.114,0.001,2424.7175,-3.321,0.075,-9.116,0.061,-14.568,1.095,1.388,0.474,0.914,-0.692,6.05,0.063,0.107,0.116,0.021,0.642,0.014,0.01,7,0.0
2800,1732736,128.909238,15.438624,0.00209,6.466,85.909,15.703,0.0007,16.991,0.005,14.573,0.002,1208.6083,-32.106,0.118,15.409,0.067,0.0,0.0,1.502,0.37,1.132,-0.75,6.035,0.06,0.078,0.093,0.045,0.671,0.025,0.01,7,0.0
2801,1274752,249.83453,47.785326,0.03005,6.476,93.415,11.515,0.0003,12.026,0.002,10.874,0.001,16219.8734,-27.462,0.13,51.125,0.145,-26.674,3.659,1.834,1.387,0.447,-0.794,6.004,0.037,0.408,0.41,0.012,0.64,0.024,0.01,7,0.156
2802,1005824,164.0684,-0.104993,0.0173,6.477,78.66,11.356,0.0004,11.796,0.001,10.782,0.002,9313.7825,-35.673,0.16,-84.77,0.257,-4.799,2.328,7.312,6.953,0.359,-0.86,6.057,0.074,2.404,2.407,0.01,0.607,0.025,0.008,7,0.077
2803,486656,334.859394,-6.465555,0.00702,6.486,78.58,15.667,0.0033,17.23,0.015,14.427,0.011,3906.88,7.615,0.142,18.887,0.141,0.0,0.0,0.98,0.337,0.643,-0.719,6.219,0.054,0.068,0.073,0.023,0.652,0.027,0.01,7,0.006
2804,678656,190.196689,27.954599,0.00177,6.495,29.462,18.401,0.0019,20.447,0.062,17.072,0.006,969.4173,-109.594,0.314,-28.166,0.197,0.0,0.0,1.597,1.299,0.298,-0.727,5.961,0.06,0.419,0.425,0.015,0.63,0.042,0.008,7,0.0
2805,192512,189.289148,31.682497,0.00123,6.527,25.442,18.483,0.0019,20.242,0.087,17.157,0.008,632.1732,29.349,0.319,-110.563,0.248,0.0,0.0,5.538,4.697,0.841,-0.796,5.94,0.06,2.635,2.679,0.056,0.608,0.071,0.008,7,0.0
2806,431360,195.643529,52.117298,0.0032,6.553,59.366,17.682,0.0015,19.385,0.04,16.383,0.005,1761.9899,-0.135,0.154,-22.867,0.151,0.0,0.0,3.275,3.204,0.071,-0.815,5.952,0.03,1.297,1.296,0.004,0.603,0.022,0.007,7,0.0
2807,327040,148.100968,27.883215,0.00863,6.576,157.414,12.367,0.0002,12.946,0.001,11.667,0.001,4644.1653,21.259,0.061,-72.304,0.05,23.5,1.101,1.743,1.553,0.189,-0.815,5.979,0.057,0.433,0.432,0.006,0.644,0.014,0.008,7,0.009
2808,2781568,35.04928,37.771362,0.00546,6.596,125.573,14.669,0.0005,15.861,0.004,13.594,0.001,2892.5272,36.333,0.102,-20.069,0.087,0.0,0.0,1.524,1.021,0.503,-0.747,6.031,0.067,0.284,0.287,0.011,0.656,0.018,0.01,7,0.002
2809,153216,125.073099,25.4966,0.01504,6.63,116.541,8.317,0.0004,8.525,0.001,8.006,0.002,8052.2823,6.33,0.088,-36.05,0.06,25.639,0.713,1.346,0.975,0.371,-0.763,5.988,0.008,0.27,0.271,0.011,0.642,0.018,0.006,7,0.061
2810,122624,246.916792,68.349047,0.00411,6.64,88.862,16.879,0.0013,18.463,0.017,15.642,0.004,2316.1844,58.239,0.13,-33.482,0.165,0.0,0.0,2.42,1.687,0.733,-0.712,5.99,0.058,0.516,0.527,0.019,0.64,0.025,0.01,7,0.0
